id,name,bandwidth,frequency,left_freq,right_freq,"WilkinsonPowerDivider:DB(|S(1,1)|)","WilkinsonPowerDivider:DB(|S(2,2)|)","WilkinsonPowerDivider:DB(|S(3,3)|)","WilkinsonPowerDivider:DB(|S(3,1)|)","WilkinsonPowerDivider:DB(|S(3,2)|)","WilkinsonPowerDivider:DB(|S(2,1)|)"
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.21055215730669,-39.880744786906355,-39.195020967981705,-3.0922753089729205,-37.70803428660704,-3.091786739923317
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-51.6192964459892,-39.306073565742764,-39.159009930359964,-3.0928282695342855,-39.49116609278886,-3.092938905610957
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-72.21568744102174,-39.150393374679766,-39.26504730515659,-3.0938146795687067,-41.087811653194784,-3.094011078020971
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-53.8533821090348,-40.08876633428667,-39.37269427938671,-3.094801871941333,-42.210477094873085,-3.094667770358655
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.90935523318213,-39.30800772767807,-39.31133721380798,-3.093921497440319,-46.42015939837651,-3.097373305372862
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-41.44516368626141,-39.25322053959149,-39.377637850962465,-3.0951475796407113,-42.538868587808956,-3.0986903601096887
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-39.186839407849625,-39.1119477286125,-39.35553082855146,-3.0963674025340366,-41.50393637065606,-3.09985396902274
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-37.584184232530575,-39.2874474748933,-39.42482429602785,-3.0975909275989038,-40.15201871331345,-3.1008776444083685
5,4350B,0.16666666666666696,5.0,5.0,5.166666666666667,-36.969456437291186,-39.810647218902574,-39.5231575137716,-3.1016476010733203,-41.83045967555306,-3.097739232917462
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-56.08893539298893,-40.190588528198326,-39.456660670935086,-3.101975790889315,-40.44013063436112,-3.101642719678944
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-53.41383560687661,-40.28677973687336,-39.673542631252175,-3.102735800890809,-42.336722592422475,-3.102820586713781
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.53887405210786,-39.54203124004937,-39.67049081195237,-3.1019547423822575,-43.226549115985875,-3.1054222733385046
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.66955835885,-39.501230879277294,-39.60903369569636,-3.103114302322241,-42.57419937612545,-3.1064216280237784
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-37.96261891133447,-39.3414175693477,-39.56012281603715,-3.1041905079479104,-40.87777869503397,-3.1077233503199486
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-52.02607959322441,-39.658424634506055,-39.243155765203035,-3.0943364675952694,-43.69844281008275,-3.0889180522751762
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.765939892380516,-39.63901555900113,-39.40158381494986,-3.0927775933390005,-44.88346220494787,-3.092658608676153
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.02231953614849,-39.64915294400627,-39.55265234078834,-3.0927320972629175,-46.16832073156865,-3.094297509151149
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-50.16249830017688,-39.706952757689955,-39.28702914968456,-3.0977752369715934,-44.0731082088532,-3.0923206893692603
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-41.259247943651474,-39.56420892051916,-39.492932052673936,-3.095126632840264,-48.877187407193844,-3.0967283601049167
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-47.508211640348854,-39.731848826852925,-39.34886759882857,-3.0999518577866745,-44.97276122493439,-3.094571023308106
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.16640536892295,-39.58859658893243,-39.531227064293645,-3.097335898487782,-48.02322411250161,-3.0989973772178177
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-43.27886552004648,-39.738202216191375,-39.5963492799132,-3.099169399129603,-46.9264024120045,-3.0994914506637534
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-37.8335273587552,-39.80695240158302,-39.70305441630104,-3.0995141079992106,-43.35521501509093,-3.101039192949301
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-42.589192671845154,-39.70780488888307,-39.63509029723991,-3.1008255554583997,-47.951032818904515,-3.102622034363802
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-49.53163105673055,-39.91235204855924,-39.48739484331135,-3.105754319024381,-43.249203355058356,-3.100425316686933
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-38.009894474232965,-39.85758690534271,-39.745799067394536,-3.102833443752149,-44.060190060241666,-3.1045232318767955
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-45.22532529715229,-39.992772232434874,-39.813269696297716,-3.1051195968513055,-44.28676884257732,-3.105298454268144
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-38.94943184942636,-40.0528864712211,-39.98693386291211,-3.105178436666416,-43.154708804258846,-3.106879952349482
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-49.366160675518444,-39.2513655460775,-39.1723479810507,-3.0900473704277553,-43.43490126296032,-3.094220027653849
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-52.61697551163997,-39.39873817900451,-39.62179327124024,-3.091164492759212,-43.60679769402887,-3.095590425234252
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-48.783368385716344,-39.428654320241286,-39.68136504921706,-3.092268267367133,-44.13683029583747,-3.0966040844569465
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-62.70407605592802,-39.320521422240034,-39.30063642984801,-3.0936924111241613,-41.0836334392319,-3.098074817336174
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-39.64023914587136,-39.41875550490783,-39.198812241289225,-3.0961683024080067,-46.005395015162435,-3.096269408939648
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-45.480769668562964,-39.3178976925952,-38.899667803196614,-3.10064160463293,-45.48381010801566,-3.0947543981592633
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-48.62955142242902,-39.39977131100401,-39.44794921374919,-3.096971885501489,-41.99404897572932,-3.1012419515269833
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-46.51840583793606,-39.40320855863605,-39.36038093607553,-3.0982189693670605,-42.334105036991346,-3.1022840223662618
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-43.716612558945336,-39.53748469712224,-39.07631263754821,-3.1039375295804428,-45.341491311331225,-3.097936749480281
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-43.15136758162703,-39.585428771818165,-39.09399564427033,-3.1050415888067358,-44.89325219283415,-3.099244467587459
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-45.03661899849327,-39.59240859965892,-39.55162975627502,-3.1013547036161992,-43.81699472426295,-3.105503576883683
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-50.55065720835975,-39.65523536121637,-39.83632022247076,-3.1027551516447103,-42.84845939996198,-3.107088652300256
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.251276566620405,-39.38869080694221,-39.06008992955623,-3.108174836320904,-49.020796711882646,-3.102690094974146
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-55.7163885702262,-39.600716012457504,-39.552470069601846,-3.1052573217009076,-41.281645945201504,-3.109428063138337
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-52.3519635756992,-39.47285802128872,-39.59015626047156,-3.0916660270347007,-43.78364600271111,-3.093087315153519
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.51448241245317,-39.43954720953586,-39.562023838551475,-3.09254489868668,-47.52301005637882,-3.0940434563374595
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-52.94610830423434,-39.48314134407985,-39.63840744688083,-3.0940719105918397,-42.033657627453394,-3.095687557923357
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.16999637071627,-39.54940699331341,-39.679262080066366,-3.0948853822331825,-46.83920195466308,-3.0962489640933684
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-53.08088652036092,-39.56904958026863,-39.72620630805886,-3.0963529753678336,-42.871243866286235,-3.0977843944435386
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.816882318956814,-39.96329159000349,-39.57413586962742,-3.097867528056814,-47.88634300500297,-3.098005564303738
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-45.01558782842714,-39.62806031761441,-39.79210699498983,-3.098321750939647,-45.97340322008424,-3.0998281186372187
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-53.39243448314523,-39.6418803601034,-39.77760017196932,-3.0998215456184006,-42.52103933248144,-3.1013562457586024
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-47.45618153228433,-39.5484225017189,-39.67273249275177,-3.101383892142816,-39.908060275402214,-3.1029298828187373
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.28532746173526,-40.041907612867874,-39.617042740679075,-3.1024757581815714,-48.38411016705269,-3.1025697274683233
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-43.16145724382287,-39.680612888836244,-39.779471928353935,-3.10289170427919,-46.752883858953766,-3.1043691385298873
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-48.113730351348785,-39.74932369763475,-39.90887365093372,-3.104276655970899,-43.787340555335064,-3.105800284215298
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-54.523294869964474,-40.23280119899368,-39.80283412406001,-3.10683137307029,-40.75767357952234,-3.106847205773544
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-50.88916589493907,-40.33130150679214,-39.90186491686391,-3.1084829182894858,-38.50762856489424,-3.108421807257349
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-37.390075341715395,-39.456236719796046,-39.26754975985801,-3.0926111020625595,-42.91382471402586,-3.092716087308668
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-38.978058457699944,-39.4970024743681,-39.48335011237193,-3.0916070049970927,-43.688741357583254,-3.0956777338000983
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.062997643558404,-39.445267571919956,-39.416431176573845,-3.0927537214357796,-46.24463032988298,-3.096838672662763
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-42.44621772771176,-39.55304223641519,-39.518547285179984,-3.09404742371592,-45.2694250758913,-3.098099125189276
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-44.61865037765412,-39.54862166368925,-39.48555256580737,-3.095309458468744,-46.02720869291002,-3.099325969682054
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-46.16135327143826,-39.74112546574947,-39.49489268996099,-3.0984341130843918,-45.507842729240835,-3.099098154631044
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-55.97577514694113,-39.83689199508356,-39.66874999306058,-3.0998301200608704,-42.19263729301374,-3.10052190979986
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-55.273217522006135,-39.83334765784737,-39.6322857279051,-3.101222900719674,-41.104784732203385,-3.101812316342023
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-49.385746120422255,-39.82042967978186,-39.60419671455633,-3.1025728259515084,-39.70025515528677,-3.103265065066144
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-46.398288515718036,-39.69664853385445,-39.48465578367723,-3.1067433763534185,-38.572460000542044,-3.1018599515126533
5,4350B,0.16666666666666696,5.0,4.833333333333333,5.0,-45.561544941279905,-39.612119515863704,-39.614373468348035,-3.104229486032949,-36.96515922132094,-3.107460347036043
5,4350B,0.16666666666666696,5.0,5.0,5.166666666666667,-34.90639133720696,-39.95051947212665,-39.67892503292627,-3.1053228204664896,-38.59160097633015,-3.1054649125887734
5,4350B,0.16666666666666696,5.0,5.0,5.166666666666667,-35.42053888737961,-39.90020921749197,-39.738506995779886,-3.1064098756473735,-39.60122733606905,-3.1064441187466945
5,4350B,0.16666666666666696,5.0,5.0,5.166666666666667,-36.023196790403055,-39.882714201028996,-39.739437273873385,-3.1074442519531424,-40.848732023792195,-3.1075757896510554
5,4350B,0.16666666666666696,5.0,4.833333333333333,5.0,-37.86337868404057,-39.347824450205636,-39.121790765879474,-3.0966574444134363,-34.0032692820128,-3.0943027934399776
5,4350B,0.16666666666666696,5.0,4.833333333333333,5.0,-37.08743518561606,-38.59141849987418,-38.89302502848334,-3.0971412527439997,-33.150692510119725,-3.0976331568521616
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-38.39936030636839,-39.427376354888665,-39.175102676697705,-3.0981697402159973,-41.89389799419332,-3.0928157755018666
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-39.26702900645342,-39.43258665023231,-39.1947485658559,-3.0991257827412206,-43.100897841643075,-3.0941181420268506
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-40.360926002832315,-39.44889165466041,-39.23267290791425,-3.100230819365816,-44.44802740627086,-3.0952913413702623
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-41.51610441518223,-39.519206274115085,-39.3578924519342,-3.098695902781863,-46.110649859549405,-3.0992872982459514
5,4350B,0.3333333333333339,5.0,4.833333333333333,5.166666666666667,-42.60820647493547,-39.50672222796969,-39.36300017836711,-3.099876827190053,-46.98122077339322,-3.100562899372503
