name,id,frequency,er,tanl,quarter,res,height,root_width,width,output_padding,port_1_padding
4350B,5,5.0,3.6,0.0027,8.74153832997135,100.0,0.254,0.315021442945637,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.002853846153846154,8.70064123250837,100.0,0.254,0.314297601403223,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.003007692307692308,8.65974990014295,100.0,0.254,0.313631253342644,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0031615384615384617,8.61886604966599,100.0,0.254,0.312962316816771,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0033153846153846154,8.57799139755425,100.0,0.254,0.31534230841051,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0034692307692307696,8.53712765989833,100.0,0.254,0.311617128136755,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0036230769230769233,8.49998972237326,100.0,0.254,0.311064178009741,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.003776923076923077,8.46286351154597,100.0,0.254,0.310448097880153,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.003930769230769231,8.42946101283044,100.0,0.254,0.315242408893359,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0040846153846153845,8.66706744068715,100.0,0.254,0.314439062238212,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.004238461538461538,8.61751056750455,100.0,0.254,0.313631713222142,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.004392307692307693,8.57292092097594,100.0,0.254,0.312901841709341,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0045461538461538465,8.52339249729005,100.0,0.254,0.312087437783651,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.6,0.0047,8.47388347742659,100.0,0.254,0.311269611725184,0.5503336121248713,0.7575391744565494,0.7575391744565494
4350B,5,5.0,3.72,0.0027,8.48458908409553,100.0,0.254,0.305752545897659,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.002853846153846154,8.42983988889989,100.0,0.254,0.304870416453823,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.003007692307692308,8.36903059016786,100.0,0.254,0.307502053927976,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0031615384615384617,8.48325760771794,100.0,0.254,0.306338329552587,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0033153846153846154,8.40296588527463,100.0,0.254,0.308099945509586,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0034692307692307696,8.47097509475726,100.0,0.254,0.306747150088673,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0036230769230769233,8.38582527129153,100.0,0.254,0.308158058120394,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.003776923076923077,8.4246303601228,100.0,0.254,0.306611592399249,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.003930769230769231,8.32735350696321,100.0,0.254,0.307445413031329,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0040846153846153845,8.42926684088891,100.0,0.254,0.307889564921269,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.004238461538461538,8.48256973569887,100.0,0.254,0.305950128018706,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.004392307692307693,8.33661955766115,100.0,0.254,0.307620529417161,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0045461538461538465,8.44317711722542,100.0,0.254,0.305285797728454,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.72,0.0047,8.35052007194177,100.0,0.254,0.305795636320783,0.5374084733511919,0.744046167143809,0.744046167143809
4350B,5,5.0,3.8400000000000003,0.0027,8.37249156497956,100.0,0.254,0.299421860888872,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.002853846153846154,8.35200416896356,100.0,0.254,0.298030622477083,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.003007692307692308,8.32926557018344,100.0,0.254,0.297501970367137,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0031615384615384617,8.39810417291218,100.0,0.254,0.297960132867008,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0033153846153846154,8.23342874760116,100.0,0.254,0.298872041037119,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0034692307692307696,8.34278531105329,100.0,0.254,0.299791359449174,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0036230769230769233,8.34793239670294,100.0,0.254,0.296178334903189,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.003776923076923077,8.3326811428809,100.0,0.254,0.296066918950435,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.003930769230769231,8.30091774767706,100.0,0.254,0.298073583122322,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0040846153846153845,8.29351927439143,100.0,0.254,0.297703666526163,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.004238461538461538,8.31003191500297,100.0,0.254,0.297138392949673,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.004392307692307693,8.35775060042696,100.0,0.254,0.298352538406501,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0045461538461538465,8.2738292937082,100.0,0.254,0.300263732803054,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.8400000000000003,0.0047,8.3814450727617,100.0,0.254,0.297826361641412,0.5251215088225493,0.731192065893999,0.731192065893999
4350B,5,5.0,3.96,0.0027,8.22658607725754,100.0,0.254,0.291081548385796,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.002853846153846154,8.17826869791564,100.0,0.254,0.29199106128508,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.003007692307692308,8.26057911253432,100.0,0.254,0.291628845485675,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0031615384615384617,8.16992881561899,100.0,0.254,0.291529290067916,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0033153846153846154,8.2404758475936,100.0,0.254,0.291274875297639,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0034692307692307696,8.12280290517948,100.0,0.254,0.29182956917231,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0036230769230769233,8.18157405713441,100.0,0.254,0.291375669081634,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.003776923076923077,8.24036505039082,100.0,0.254,0.291038616507359,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.003930769230769231,8.29917021855041,100.0,0.254,0.292400194058713,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0040846153846153845,8.12269218282195,100.0,0.254,0.292228782304728,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.004238461538461538,8.16970730074501,100.0,0.254,0.291875938130071,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.004392307692307693,8.21673584913516,100.0,0.254,0.29134007983575,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0045461538461538465,8.26377492705002,100.0,0.254,0.290618915419061,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,3.96,0.0047,8.30611670176185,100.0,0.254,0.28961736164461,0.5133220660646781,0.7189229958520066,0.7189229958520066
4350B,5,5.0,4.08,0.0027,7.92890745891035,100.0,0.254,0.28470967363644,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.002853846153846154,7.9601084807315,100.0,0.254,0.283492397617426,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.003007692307692308,7.98784960590992,100.0,0.254,0.284287843539528,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0031615384615384617,8.0190653180231,100.0,0.254,0.282843581060894,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0033153846153846154,8.05028754019385,100.0,0.254,0.283563519219764,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0034692307692307696,8.07804538241749,100.0,0.254,0.284199925098796,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0036230769230769233,8.1092775070521,100.0,0.254,0.282531438951517,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.003776923076923077,8.13704275963655,100.0,0.254,0.283173156051242,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.003930769230769231,8.16828165490606,100.0,0.254,0.283740839885866,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0040846153846153845,8.19605153366607,100.0,0.254,0.284376295332611,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.004238461538461538,8.22729406706262,100.0,0.254,0.282254376137688,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.004392307692307693,7.86065134273048,100.0,0.254,0.282817243257309,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0045461538461538465,7.87912716429107,100.0,0.254,0.28337767021389,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.08,0.0047,7.89991683797003,100.0,0.254,0.283873709643403,0.5021142441686038,0.7072026264375247,0.7072026264375247
4350B,5,5.0,4.2,0.0027,8.21295947192951,100.0,0.254,0.276993385248838,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.002853846153846154,8.2437017786845,100.0,0.254,0.274482580275954,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.003007692307692308,7.83375040346306,100.0,0.254,0.274953974882722,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0031615384615384617,7.85195047810487,100.0,0.254,0.275423676361273,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0033153846153846154,7.87242871346055,100.0,0.254,0.275891631907808,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0034692307692307696,7.89291003925044,100.0,0.254,0.276306084139779,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0036230769230769233,7.91339419963808,100.0,0.254,0.276770598443953,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.003776923076923077,7.93160451501772,100.0,0.254,0.277233215395253,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.003930769230769231,7.95209333149999,100.0,0.254,0.277642795575292,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0040846153846153845,7.97258424330937,100.0,0.254,0.274517754013974,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.004238461538461538,7.99079993926213,100.0,0.254,0.274910595688919,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.004392307692307693,8.01129411054342,100.0,0.254,0.275258805003162,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0045461538461538465,8.02951229787681,100.0,0.254,0.275649406471423,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.2,0.0047,8.05000881526079,100.0,0.254,0.276038777860764,0.4913473902307364,0.6959860735905871,0.6959860735905871
4350B,5,5.0,4.32,0.0027,7.94589926028127,100.0,0.254,0.269293545679909,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.002853846153846154,7.96832319885978,100.0,0.254,0.26971217570852,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.003007692307692308,7.98850509817143,100.0,0.254,0.270087582058379,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0031615384615384617,8.01092950716018,100.0,0.254,0.270503151443288,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0033153846153846154,8.03335366230624,100.0,0.254,0.270875738023572,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0034692307692307696,8.05353489909154,100.0,0.254,0.271288102174883,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0036230769230769233,8.0759576192424,100.0,0.254,0.271657739350791,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.003776923076923077,8.09613700279129,100.0,0.254,0.267672130076227,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.003930769230769231,7.81544375210465,100.0,0.254,0.269463090056746,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0040846153846153845,7.79303178032392,100.0,0.254,0.269043530760139,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.004238461538461538,7.77286365185243,100.0,0.254,0.268664619515792,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.004392307692307693,7.75045787771623,100.0,0.254,0.268284499903986,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0045461538461538465,7.73029588847138,100.0,0.254,0.271421747057768,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.32,0.0047,7.70789755931991,100.0,0.254,0.270927377859775,0.4810324940950384,0.68524019273525,0.68524019273525
4350B,5,5.0,4.44,0.0027,7.57211042877984,100.0,0.254,0.263657562954498,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.002853846153846154,7.55005755716845,100.0,0.254,0.263171161254393,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.003007692307692308,7.52800968458925,100.0,0.254,0.262682487405061,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0031615384615384617,7.8877070586118,100.0,0.254,0.262240794302337,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0033153846153846154,7.857889450257,100.0,0.254,0.261747990474619,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0034692307692307696,7.82475934911025,100.0,0.254,0.264173993832945,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0036230769230769233,7.7916309642399,100.0,0.254,0.26366583382707,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.003776923076923077,7.76181783531971,100.0,0.254,0.263098188202436,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.003930769230769231,7.72869587810963,100.0,0.254,0.265182441916775,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0040846153846153845,7.69557897036009,100.0,0.254,0.264543538636047,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.004238461538461538,7.66577902039434,100.0,0.254,0.26396477801779,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.004392307692307693,7.63267487216228,100.0,0.254,0.263317692300768,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0045461538461538465,7.59957910510146,100.0,0.254,0.262666531089338,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.44,0.0047,7.84563757217693,100.0,0.254,0.262077134220225,0.47114757605418867,0.6749334002451975,0.6749334002451975
4350B,5,5.0,4.5600000000000005,0.0027,7.42618689683327,100.0,0.254,0.254942398143405,0.46162150777108246,0.6650344818435563,0.6650344818435563
4350B,5,5.0,4.5600000000000005,0.002853846153846154,7.64787654311397,100.0,0.254,0.258532472000168,0.46162150777108246,0.6650344818435563,0.6650344818435563
4350B,5,5.0,4.5600000000000005,0.003007692307692308,7.61306480383753,100.0,0.254,0.257909447809991,0.46162150777108246,0.6650344818435563,0.6650344818435563
4350B,5,5.0,4.5600000000000005,0.0031615384615384617,7.57390853963434,100.0,0.254,0.257203455704009,0.46162150777108246,0.6650344818435563,0.6650344818435563
4350B,5,5.0,4.5600000000000005,0.0033153846153846154,7.53911066332368,100.0,0.254,0.256492286641801,0.46162150777108246,0.6650344818435563,0.6650344818435563
