name,id,frequency,er,tanl,quarter,res,height,root_width,width,output_padding,port_1_padding
4350B,5,1.0,2.16,0.0027,55.237594637061,100.0,0.254,0.471751743839286,0.7778163870605752,5.052104089038839,5.052104089038839
4350B,5,1.0,2.16,0.0033666666666666667,54.9673656247445,100.0,0.254,0.468703639388631,0.7778163870605752,5.052104089038839,5.052104089038839
4350B,5,1.0,2.16,0.004033333333333333,55.1406961984086,100.0,0.254,0.465949313931376,0.7778163870605752,5.052104089038839,5.052104089038839
4350B,5,1.0,2.16,0.0047,55.2371720088007,100.0,0.254,0.467559346717076,0.7778163870605752,5.052104089038839,5.052104089038839
4350B,5,1.0,2.6933333333333334,0.0027,50.6150809161144,100.0,0.254,0.397561261781748,0.6731567037107284,4.514136386969859,4.514136386969859
4350B,5,1.0,2.6933333333333334,0.0033666666666666667,50.2671467147667,100.0,0.254,0.397486366092155,0.6731567037107284,4.514136386969859,4.514136386969859
4350B,5,1.0,2.6933333333333334,0.004033333333333333,50.2811948263766,100.0,0.254,0.397384807618596,0.6731567037107284,4.514136386969859,4.514136386969859
4350B,5,1.0,2.6933333333333334,0.0047,50.081507347803,100.0,0.254,0.397307510781266,0.6731567037107284,4.514136386969859,4.514136386969859
4350B,5,1.0,3.2266666666666666,0.0027,47.29706046791,100.0,0.254,0.347519525679153,0.5948348217777082,4.1157598708318215,4.1157598708318215
4350B,5,1.0,3.2266666666666666,0.0033666666666666667,46.8050146181518,100.0,0.254,0.346044283945828,0.5948348217777082,4.1157598708318215,4.1157598708318215
4350B,5,1.0,3.2266666666666666,0.004033333333333333,47.3435571441147,100.0,0.254,0.346953618968411,0.5948348217777082,4.1157598708318215,4.1157598708318215
4350B,5,1.0,3.2266666666666666,0.0047,46.5553978858736,100.0,0.254,0.345748219337809,0.5948348217777082,4.1157598708318215,4.1157598708318215
4350B,5,1.0,3.7600000000000002,0.0027,43.4436581221505,100.0,0.254,0.305267869131909,0.5332781194404852,3.805457789088861,3.805457789088861
4350B,5,1.0,3.7600000000000002,0.0033666666666666667,43.8669524187052,100.0,0.254,0.305230011996262,0.5332781194404852,3.805457789088861,3.805457789088861
4350B,5,1.0,3.7600000000000002,0.004033333333333333,44.3152477590708,100.0,0.254,0.307100737686412,0.5332781194404852,3.805457789088861,3.805457789088861
4350B,5,1.0,3.7600000000000002,0.0047,43.0759369254321,100.0,0.254,0.306574804014002,0.5332781194404852,3.805457789088861,3.805457789088861
4350B,5,2.0,2.16,0.0027,27.3563940504756,100.0,0.254,0.464157650459018,0.7778163870605752,2.502317454195934,2.502317454195934
4350B,5,2.0,2.16,0.0033666666666666667,27.4787797226839,100.0,0.254,0.465639347260556,0.7778163870605752,2.502317454195934,2.502317454195934
4350B,5,2.0,2.16,0.004033333333333333,27.6093899222438,100.0,0.254,0.467114433238299,0.7778163870605752,2.502317454195934,2.502317454195934
4350B,5,2.0,2.16,0.0047,27.7400626677961,100.0,0.254,0.463864011825773,0.7778163870605752,2.502317454195934,2.502317454195934
4350B,5,2.0,2.6933333333333334,0.0027,24.8457102416638,100.0,0.254,0.397929527556363,0.6731567037107284,2.2307171110776975,2.2307171110776975
4350B,5,2.0,2.6933333333333334,0.0033666666666666667,24.9477217440019,100.0,0.254,0.394669346165137,0.6731567037107284,2.2307171110776975,2.2307171110776975
4350B,5,2.0,2.6933333333333334,0.004033333333333333,25.0570558349911,100.0,0.254,0.395644218949114,0.6731567037107284,2.2307171110776975,2.2307171110776975
4350B,5,2.0,2.6933333333333334,0.0047,25.1591313652417,100.0,0.254,0.39655075462758,0.6731567037107284,2.2307171110776975,2.2307171110776975
4350B,5,2.0,3.2266666666666666,0.0027,22.9833988821441,100.0,0.254,0.343613680430889,0.5948348217777082,2.029570805960353,2.029570805960353
4350B,5,2.0,3.2266666666666666,0.0033666666666666667,23.0696774628425,100.0,0.254,0.344335934127522,0.5948348217777082,2.029570805960353,2.029570805960353
4350B,5,2.0,3.2266666666666666,0.004033333333333333,23.1559719060603,100.0,0.254,0.34505540434434,0.5948348217777082,2.029570805960353,2.029570805960353
4350B,5,2.0,3.2266666666666666,0.0047,23.2422799628031,100.0,0.254,0.34577197389057,0.5948348217777082,2.029570805960353,2.029570805960353
4350B,5,2.0,3.7600000000000002,0.0027,21.5275499909494,100.0,0.254,0.308035282491805,0.5332781194404852,1.8728808475304426,1.8728808475304426
4350B,5,2.0,3.7600000000000002,0.0033666666666666667,21.6072136617922,100.0,0.254,0.304582374322451,0.5332781194404852,1.8728808475304426,1.8728808475304426
4350B,5,2.0,3.7600000000000002,0.004033333333333333,21.6868836673079,100.0,0.254,0.30515513059046,0.5332781194404852,1.8728808475304426,1.8728808475304426
4350B,5,2.0,3.7600000000000002,0.0047,21.7604290376944,100.0,0.254,0.305772783467799,0.5332781194404852,1.8728808475304426,1.8728808475304426
